ID,NAME,CR,TYPE,SIZE,ARMOR_CLASS,HITPOINTS_AVG,HIT_DICE,HITPOINTS_ROLL,SPEED_TYPE,SPEED_WALK,SPEED_FLY,SPEED_SWIM,SPEED_CLIMB,SPEED_BURROW,ALIGNMENT,LEGENDARY,STR,DEX,CON,INT,WIS,CHA,PROF_BONUS,THROW_STR,THROW_DEX,THROW_CON,THROW_INT,THROW_WIS,THROW_CHA,SKILLS,LANGUAGES,SENSES,RANGE_DARKVISION,RANGE_TREMORSENSE,RANGE_BLINDSIGHT,RANGE_TRUESIGHT,SPECIAL_ABILITY_ONE,SPECIAL_ABILITY_ONE_DESC,SPECIAL_ABILITY_TWO,SPECIAL_ABILITY_TWO_DESC,SPECIAL_ABILITY_THREE,SPECIAL_ABILITY_THREE_DESC,SPECIAL_ABILITY_FOUR,SPECIAL_ABILITY_FOUR_DESC,ATTACK_1,ATTACK_1_DESC,ATTACK_2,ATTACK_2_DESC,ATTACK_3,ATTACK_3_DESC,ATTACK_4,ATTACK_4_DESC,ATTACK_5_TYPE,ATTACK_5_DESC,ACTION_LEG,ACTION_LEG1,ACTION_LEG1_DESC,ACTION_LEG2,ACTION_LEG2_DESC,ACTION_LEG3,ACTION_LEG3_DESC,ACTION_LAIR,ACTION_LAIR1,ACTION_LAIR1_DESC,ACTION_LAIR2,ACTION_LAIR2_DESC,ACTION_LAIR3,ACTION_LAIR3_DESC,REGIONALEFFECT,REGIONALEFFECT1,REGIONALEFFECT2,REGIONALEFFECT3,ENDREGIONALEFFECT,ENVIRONMENT,BA1,BA1_DESC,BA2,BA2_DESC,BA3,BA3_DESC,BA4,BA4_DESC,REACTION1,REACTION1_DESC,REACTION2,REACTION2_DESC,REACTION3,REACTION3_DESC,VILL_ACTION,VILL_ACTION1,VILL_ACTION1_DESC,VILL_ACTION2,VILL_ACTION2_DESC,VILL_ACTION3,VILL_ACTION3_DESC,UTILITY_SPELLS,UTILITY_SPELLS_LIST,FEATURE1,FEATURE1_DESC,FEATURE2,FEATURE2_DESC,FEATURE3,FEATURE3_DESC,FEATURE4,FEATURE4_DESC,FEATURE5,FEATURE5_DESC
11,Adult Silver Dragon,16,dragon,Huge,19,243,18d12,18d12+126,"fly,walk",40,80,0,0,0,lawful good,0,0,0,0,0,0,0,5,0,5,12,0,6,10,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 21",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage.",Claw,"Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Adult White Dragon,13,dragon,Huge,18,200,16d12,16d12+96,"burrow,fly,swim,walk",40,80,40,0,30,chaotic evil,0,0,0,0,0,0,0,5,0,5,11,0,6,6,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 21",120,0,60,0,Ice Walk,"The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment.",Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 4 (1d8) cold damage.",Claw,"Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Tail,"Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Air Elemental,5,elemental,Large,15,90,12d10,12d10+24,"fly,hover",0,90,0,0,0,neutral,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Auran,"darkvision 60 ft., passive_perception 10",60,0,0,0,Air Form,The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,0,0,0,0,0,0,Multiattack,The elemental makes two slam attacks.,Slam,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.",Whirlwind,"Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone.
If the saving throw is successful, the target takes half the bludgeoning damage and isn't flung away or knocked prone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Ancient Black Dragon,21,dragon,Gargantuan,22,367,21d20,21d20+147,"fly,swim,walk",40,80,40,0,0,chaotic evil,0,0,0,0,0,0,0,7,0,9,14,0,9,11,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 26",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack:+ 15 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 9 (2d8) acid damage.",Claw,"Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Ancient Blue Dragon,23,dragon,Gargantuan,22,481,26d20,26d20+208,"burrow,fly,walk",40,80,0,0,40,lawful evil,0,0,0,0,0,0,0,7,0,7,15,0,10,12,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 27",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +16 to hit, reach 15 ft., one target. Hit: 20 (2d10 + 9) piercing damage plus 11 (2d10) lightning damage.",Claw,"Melee Weapon Attack: +16 to hit, reach 10 ft., one target. Hit: 16 (2d6 + 9) slashing damage.",Tail,"Melee Weapon Attack: +16 to hit, reach 20 ft., one target. Hit: 18 (2d8 + 9) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Ancient Brass Dragon,20,dragon,Gargantuan,20,297,17d20,17d20+119,"burrow,fly,walk",40,80,0,0,40,chaotic good,0,0,0,0,0,0,0,6,0,6,13,0,8,10,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 24",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage.",Claw,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Ancient Bronze Dragon,22,dragon,Gargantuan,22,444,24d20,24d20+192,"fly,swim,walk",40,80,40,0,0,lawful good,0,0,0,0,0,0,0,7,0,7,15,0,10,12,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 27",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +16 to hit, reach 15 ft., one target. Hit: 20 (2d10 + 9) piercing damage.",Claw,"Melee Weapon Attack: +16 to hit, reach 10 ft., one target. Hit: 16 (2d6 + 9) slashing damage.",Tail,"Melee Weapon Attack: +16 to hit, reach 20 ft., one target. Hit: 18 (2d8 + 9) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Ancient Copper Dragon,21,dragon,Gargantuan,21,350,20d20,20d20+140,"climb,fly,walk",40,80,0,40,0,chaotic good,0,0,0,0,0,0,0,7,0,8,14,0,10,11,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 27",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage.",Claw,"Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Ancient Gold Dragon,24,dragon,Gargantuan,22,546,28d20,28d20+252,"fly,swim,walk",40,80,40,0,0,lawful good,0,0,0,0,0,0,0,7,0,9,16,0,10,16,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 27",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage.",Claw,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.",Tail,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 24 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Ancient Green Dragon,22,dragon,Gargantuan,21,385,22d20,22d20+154,"fly,swim,walk",40,80,40,0,0,lawful evil,0,0,0,0,0,0,0,7,0,8,14,0,10,11,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 27",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 10 (3d6) poison damage.",Claw,"Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 22 (4d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Ancient Red Dragon,24,dragon,Gargantuan,22,546,28d20,28d20+252,"climb,fly,walk",40,80,0,40,0,chaotic evil,0,0,0,0,0,0,0,7,0,7,16,0,9,13,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 26",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage plus 14 (4d6) fire damage.",Claw,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.",Tail,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Ancient Silver Dragon,23,dragon,Gargantuan,22,487,25d20,25d20+225,"fly,walk",40,80,0,0,0,lawful good,0,0,0,0,0,0,0,7,0,7,16,0,9,13,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 26",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage.",Claw,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.",Tail,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Ancient White Dragon,20,dragon,Gargantuan,20,333,18d20,18d20+144,"burrow,fly,swim,walk",40,80,40,0,40,chaotic evil,0,0,0,0,0,0,0,6,0,6,14,0,7,8,0,"Common, Draconic","blindsight 60 ft., darkvision 120 ft., passive_perception 23",120,0,60,0,Ice Walk,"The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment.",Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",0,0,0,0,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 9 (2d8) cold damage.",Claw,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Androsphinx,17,monstrosity,Large,17,199,19d10,19d10+95,"fly,walk",40,60,0,0,0,lawful neutral,0,0,0,0,0,0,0,6,0,6,11,9,10,0,0,"Common, Sphinx","truesight 120 ft., passive_perception 20",0,0,0,120,Inscrutable,"The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.",Magic Weapons,The sphinx's weapon attacks are magical.,Spellcasting,"The sphinx is a 12th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 18, +10 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following cleric spells prepared:

- Cantrips (at will): sacred flame, spare the dying, thaumaturgy
- 1st level (4 slots): command, detect evil and good, detect magic
- 2nd level (3 slots): lesser restoration, zone of truth
- 3rd level (3 slots): dispel magic, tongues
- 4th level (3 slots): banishment, freedom of movement
- 5th level (2 slots): flame strike, greater restoration
- 6th level (1 slot): heroes' feast",0,0,Multiattack,The sphinx makes two claw attacks.,Claw,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 17 (2d10 + 6) slashing damage.",Roar,"The sphinx emits a magical roar. Each time it roars before finishing a long rest, the roar is louder and the effect is different, as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.

First Roar. Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Second Roar. Each creature that fails a DC 18 Wisdom saving throw is deafened and frightened for 1 minute. A frightened creature is paralyzed and can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Third Roar. Each creature makes a DC 18 Constitution saving throw. On a failed save, a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save, the creature takes half as much damage and isn't knocked prone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Animated Armor,1,construct,Medium,18,33,6d8,6d8+6,walk,25,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 60 ft. (blind beyond this radius), passive_perception 6",0,0,60,0,Antimagic Susceptibility,"The armor is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the armor must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.",False Appearance,"While the armor remains motionless, it is indistinguishable from a normal suit of armor.",0,0,0,0,Multiattack,The armor makes two melee attacks.,Slam,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Ankheg,2,monstrosity,Large,14,39,6d10,6d10+6,"burrow,walk",30,0,0,0,10,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., tremorsense 60 ft., passive_perception 11",60,60,0,0,0,0,0,0,0,0,0,0,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage plus 3 (1d6) acid damage. If the target is a Large or smaller creature, it is grappled (escape DC 13). Until this grapple ends, the ankheg can bite only the grappled creature and has advantage on attack rolls to do so.",Acid Spray,"The ankheg spits acid in a line that is 30 ft. long and 5 ft. wide, provided that it has no creature grappled. Each creature in that line must make a DC 13 Dexterity saving throw, taking 10 (3d6) acid damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Ape,0.5,beast,Medium,12,19,3d8,3d8+6,"climb,walk",30,0,0,30,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 13,0,0,0,0,0,0,0,0,0,0,0,0,Multiattack,The ape makes two fist attacks.,Fist,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.",Rock,"Ranged Weapon Attack: +5 to hit, range 25/50 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Archmage,12,humanoid,Medium,12,99,18d8,18d8+18,walk,30,0,0,0,0,any alignment,0,0,0,0,0,0,0,4,0,0,0,9,6,0,0,any six languages,passive_perception 12,0,0,0,0,Magic Resistance,The archmage has advantage on saving throws against spells and other magical effects.,Spellcasting,"The archmage is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 17, +9 to hit with spell attacks). The archmage can cast disguise self and invisibility at will and has the following wizard spells prepared:

- Cantrips (at will): fire bolt, light, mage hand, prestidigitation, shocking grasp
- 1st level (4 slots): detect magic, identify, mage armor*, magic missile
- 2nd level (3 slots): detect thoughts, mirror image, misty step
- 3rd level (3 slots): counterspell, fly, lightning bolt
- 4th level (3 slots): banishment, fire shield, stoneskin*
- 5th level (3 slots): cone of cold, scrying, wall of force
- 6th level (1 slot): globe of invulnerability
- 7th level (1 slot): teleport
- 8th level (1 slot): mind blank*
- 9th level (1 slot): time stop
* The archmage casts these spells on itself before combat.",0,0,0,0,Dagger,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Assassin,8,humanoid,Medium,15,78,12d8,12d8+24,walk,30,0,0,0,0,any non-good alignment,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,Thieves' cant plus any two languages,passive_perception 13,0,0,0,0,Assassinate,"During its first turn, the assassin has advantage on attack rolls against any creature that hasn't taken a turn. Any hit the assassin scores against a surprised creature is a critical hit.",Evasion,"If the assassin is subjected to an effect that allows it to make a Dexterity saving throw to take only half damage, the assassin instead takes no damage if it succeeds on the saving throw, and only half damage if it fails.",Sneak Attack (1/Turn),"The assassin deals an extra 13 (4d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 ft. of an ally of the assassin that isn't incapacitated and the assassin doesn't have disadvantage on the attack roll.",0,0,Multiattack,The assassin makes two shortsword attacks.,Shortsword,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",Light Crossbow,"Ranged Weapon Attack: +6 to hit, range 80/320 ft., one target. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
